名称,钱包地址,分组,链,代币,Token状态,视角,排名,角色
AMERICA-持仓Top-top1,E9Pq8h8CN2cK3uZxsQ6LhkwGbyaAnLgAh4YwczNqdU3f,持仓Top,sol,AMERICA,追踪中,持仓Top,1,early-buyer
TCG-持仓Top-top1,9VAE6etGBfyjoiEH29JQQWT4TSngye9tA3FquinY1pdh,无数据,sol,TCG,追踪中,持仓Top,1,"pnl-leader,current-holder"
CAR-持仓Top-top1,51MsZhT6xPSFZ3KriJKuuk2mivcnrszCw8Noo7NJsQDL,中性,sol,CAR,追踪中,持仓Top,1,current-holder
COPPERINU-持仓Top-top1,1nc1nerator11111111111111111111111111111111,无数据,sol,COPPERINU,追踪中,持仓Top,1,"early-buyer,current-holder"
DEXTER-持仓Top-top1,Csqt5aXbzLcSd13DpY6AYLtRKcU5q1NztAPaM67eLxRo,无数据,sol,DEXTER,追踪中,持仓Top,1,
GTA 6 Coin-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,GTA 6 Coin,追踪中,持仓Top,1,
MICHI-持仓Top-top1,5WkcB68ZcXgaz2p1akjRfhnpEGkDDdS14L9bcavaMUMT,中性,sol,MICHI,追踪中,持仓Top,1,"early-buyer,current-holder"
SPUD-持仓Top-top1,Htsm6ju3tVgwmwTq3wH77ggYNqsr5XASXy1VLBcFtEbM,中性,sol,SPUD,追踪中,持仓Top,1,"early-buyer,pnl-leader,current-holder"
MASK-持仓Top-top1,GWPLjamb5ZxrGbTsYNWW7V3p1pAMryZSfaPFTdaEsWgC,无数据,sol,MASK,追踪中,持仓Top,1,current-holder
LC-持仓Top-top1,EXgLJxbcAH6WvSx4K7gMLocGsbmur5xEGfXaHAKot2PT,无数据,sol,LC,追踪中,持仓Top,1,"early-buyer,current-holder"
DORA-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,DORA,追踪中,持仓Top,1,"early-buyer,current-holder"
ALPHA-持仓Top-top1,7JWRjFyF4FK5SdgoHLRSVmbq2rqCensf7wk5UnbHiTv9,无数据,sol,ALPHA,追踪中,持仓Top,1,current-holder
PEC-持仓Top-top1,CHpAXNGmtfkPzQ6wgCa5gnAH2BfVeBstYXUHdt223DXQ,中等盈利,sol,PEC,追踪中,持仓Top,1,"early-buyer,pnl-leader,current-holder"
V2EX-持仓Top-top1,Fw398k4H48GSFnRhrBZPUSRqYQqubiaV5hBFQjRohhp,无数据,sol,V2EX,追踪中,持仓Top,1,"early-buyer,current-holder"
YzY-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,YzY,追踪中,持仓Top,1,"early-buyer,current-holder"
ALLINDOGE-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,ALLINDOGE,追踪中,持仓Top,1,early-buyer
我的刀盾-持仓Top-top1,9RpsV1vWy6itWjiHsBjrbpw2Z36AeiCnaiktyqTnXxcr,无数据,sol,我的刀盾,追踪中,持仓Top,1,early-buyer
WCC-持仓Top-top1,4bMqPQQ92Ju2pVRioNcD6VQfhvNr6ucpSH4DqwP7gnDd,赌徒命中,sol,WCC,追踪中,持仓Top,1,"early-buyer,pnl-leader,current-holder"
SSR-持仓Top-top1,Cym9cfWTYcH76U52RmnzgowvCkuswEdjiAZnEgVdmZYq,中性,sol,SSR,追踪中,持仓Top,1,"early-buyer,current-holder"
stkr-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,stkr,追踪中,持仓Top,1,early-buyer
ARMY-持仓Top-top1,5QKkwdzA4SmJCJ9BRe2ALpnAJU2boRu7sdS1Cs2qsSVc,无数据,sol,ARMY,追踪中,持仓Top,1,early-buyer
GBACK-持仓Top-top1,5imMdVjpsBM84z9JvYw1aHfNF8zTA3unrmWeYUQKkiQs,无数据,sol,GBACK,追踪中,持仓Top,1,early-buyer
gork-持仓Top-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,gork,追踪中,持仓Top,1,"early-buyer,current-holder"
GAYTES-持仓Top-top1,69vfYvsbZcgfbKiqQwSXmUHaqT2A1zuXYvWZAvzpQHVM,持仓Top,sol,GAYTES,追踪中,持仓Top,1,early-buyer
gork-持仓Top-top1,AZmU4Bv6TPHimgqBe5eRsRQ18KKKr2aemHdqmfbVKqvr,无数据,sol,gork,追踪中,持仓Top,1,early-buyer
GRPH-持仓Top-top1,4jFiVVh2M9P7khivhFN6CurnckcbgVrZ2WZmQWR6fdrE,无数据,sol,GRPH,追踪中,持仓Top,1,"early-buyer,current-holder"
BEB1M-持仓Top-top1,B1X1edX2q5TUjRLsQAKBCZuo79QdV13fMdHfSZZVgW5D,无数据,sol,BEB1M,追踪中,持仓Top,1,early-buyer
loulou-持仓Top-top1,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,loulou,追踪中,持仓Top,1,"early-buyer,current-holder"
pwease-持仓Top-top1,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,pwease,追踪中,持仓Top,1,"early-buyer,current-holder"
MOLT-持仓Top-top1,GKb1LfJ1kwhdnQxzQtUvxTXBgqEU8qSkq5K5YAjpPhvv,无数据,sol,MOLT,追踪中,持仓Top,1,early-buyer
JINDO-持仓Top-top1,5LJ4w8dFvwetbMzbeuHgdJjE9LUxFUE4LEY3ZMpfghPV,微赚,sol,JINDO,追踪中,持仓Top,1,"early-buyer,pnl-leader"
DGN-持仓Top-top1,H3ZCeddNfc5HDACJaZirKKr9ePr4DowBcGefnzkVves1,无数据,sol,DGN,追踪中,持仓Top,1,"early-buyer,current-holder"
AGI-持仓Top-top1,Fej6xTZ4w2EgTUtAsDe7Dzdtq3T1oRDfGeQbXeWAw37w,持仓Top,sol,AGI,追踪中,持仓Top,1,early-buyer
Buttcoin-持仓Top-top2,XzRRpLhVJStg5u1yBCcgSafwFdZnrteH7GXYzXxZCFE,无数据,sol,Buttcoin,追踪中,持仓Top,2,current-holder
67-持仓Top-top2,BaCw5hq6qBf85ZX2S98Eb8TThdWap8yxhzFWE583JZfP,亏损者,sol,67,追踪中,持仓Top,2,current-holder
LMAO!-持仓Top-top2,MWUNSCBzFDfEfrp5iY8dKXHtCejQyqMqhPo4xY1KZ6x,无数据,sol,LMAO!,追踪中,持仓Top,2,"early-buyer,pnl-leader"
TROLL-持仓Top-top2,AgYNk2hnMnSjbt5KZdEoapmxT3Jbuw79yiwgG43WAaHU,无数据,sol,TROLL,追踪中,持仓Top,2,"pnl-leader,current-holder"
Fartcoin -持仓Top-top2,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,Fartcoin ,追踪中,持仓Top,2,current-holder
testicle-持仓Top-top2,E616WShkSjxnyToCExYLhNWxyYraFqs1RTQz1gZ9ZDUk,无数据,sol,testicle,追踪中,持仓Top,2,current-holder
FWOG-持仓Top-top2,6FEVkH17P9y8Q9aCkDdPcMDjvj7SVxrTETaYEm8f51Jy,中性,sol,FWOG,追踪中,持仓Top,2,current-holder
ALCH-持仓Top-top2,2qo8jvuc49pFmTjmUHLiARSV6ppPTaE7gw27ZJ6DnNZy,无数据,sol,ALCH,追踪中,持仓Top,2,"pnl-leader,current-holder"
WOULD-持仓Top-top2,8HtxymwRNJVuHbZk6w6fJ6pEeEBdYnmxm9Kz64SywNDy,无数据,sol,WOULD,追踪中,持仓Top,2,"pnl-leader,current-holder"
USDUC-持仓Top-top2,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,USDUC,追踪中,持仓Top,2,"pnl-leader,current-holder"
Ban-持仓Top-top2,7cAui6ADtxLnpRr2wYvwJWTkzwgmVF2LYKnjKTLx4xR8,无数据,sol,Ban,追踪中,持仓Top,2,current-holder
arc-持仓Top-top2,6j4JJLSX44Nth7s3hMzXzAu4SeqKtjdhzqeprbDupfRQ,中等盈利,sol,arc,追踪中,持仓Top,2,"pnl-leader,current-holder"
MOODENG-持仓Top-top2,4xLpwxgYuPwPvtQjE94RLS4WZ4aD8NJYYKr2AJk99Qdg,无数据,sol,MOODENG,追踪中,持仓Top,2,current-holder
Pnut-持仓Top-top2,4xLpwxgYuPwPvtQjE94RLS4WZ4aD8NJYYKr2AJk99Qdg,无数据,sol,Pnut,追踪中,持仓Top,2,current-holder
jellyjelly-持仓Top-top2,F7gbKSvgYzTwPbJRZj9tDVawvUy44fYq7Uurq5xY1sf,无数据,sol,jellyjelly,追踪中,持仓Top,2,current-holder
WOJAK-持仓Top-top2,FDrY5i5kuadZ1ik8gPS26qjj9Rw9mpufXMegGC2HNSP7,无数据,sol,WOJAK,追踪中,持仓Top,2,current-holder
BAYC-持仓Top-top2,C6cFnN2rZ3sxg2H9ujUfFM5L2R4CMbxVGmTJQztHtQ79,沉睡OG,sol,BAYC,追踪中,持仓Top,2,current-holder
PYTHIA-持仓Top-top2,BUnN9ZbqKbpogDB7LwfPAaAfgaiWSjMTRwa23UMTxG9p,持仓Top,sol,PYTHIA,追踪中,持仓Top,2,current-holder
ZEREBRO-持仓Top-top2,BZfRPexCoXMsFLvbYqn8C4PvTLH5KRaxpsFHynMTGQoN,微赚,sol,ZEREBRO,追踪中,持仓Top,2,current-holder
swarms-持仓Top-top2,7TWnq4WeYcwQWBCwKeEX2Q9xqVtthPGkB7adNvueuVuh,中性,sol,swarms,追踪中,持仓Top,2,"pnl-leader,current-holder,peak-seller"
neet-持仓Top-top2,9z9vChEJp1Bkba8yCd3GJBbrAKkAchJx4sHNHWkQ4LKs,无数据,sol,neet,追踪中,持仓Top,2,"pnl-leader,current-holder"
SIGMA-持仓Top-top2,3wcmah36L7pf1Jq8j47HxhSCM4mHZRqBLhytLCAUuLN8,持仓Top,sol,SIGMA,追踪中,持仓Top,2,current-holder
PUMPCADE-持仓Top-top2,b9qS32GtazeTmqy46R7wHworzE6m2x33Uw8muJxdTEM,无数据,sol,PUMPCADE,追踪中,持仓Top,2,current-holder
MAGA-持仓Top-top2,HVimk99ygSSDnWz9eSqumdThrFz4DADE7j6phmFms6at,无数据,sol,MAGA,追踪中,持仓Top,2,current-holder
Verse-持仓Top-top2,5tnvsFE9jz4KCBtpt32H3faiEPkszJ1aGxu5zP5QGGRP,无数据,sol,Verse,追踪中,持仓Top,2,current-holder
Amiko-持仓Top-top2,CmpfxjbEp2XdKawtDoNPVFsPREKanX7Va5WDKKVwUcnQ,无数据,sol,Amiko,追踪中,持仓Top,2,current-holder
pippin-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,pippin,追踪中,持仓Top,2,current-holder
BURNIE-持仓Top-top2,3bKtp11rKE9D2KzFh6je1KfmY2GbX2gBotDxyK1jGHFN,持仓Top,sol,BURNIE,追踪中,持仓Top,2,"pnl-leader,current-holder"
unc-持仓Top-top2,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,unc,追踪中,持仓Top,2,current-holder
PRELODE-持仓Top-top2,1MRc8q2Q6wqa9S8JYME6f8cJwAekAZkSqDfugygxnsc,中性,sol,PRELODE,追踪中,持仓Top,2,current-holder
GOAT-持仓Top-top2,EZ41WcMH3FmyWGV9WQaDLo5uo4ysVNdeAm1ZoTybxjsJ,无数据,sol,GOAT,追踪中,持仓Top,2,current-holder
MarsMi-持仓Top-top2,532N6netE9K94Xm2La4WXgCnkzr58E9A6fCqqVagK5P9,无数据,sol,MarsMi,追踪中,持仓Top,2,current-holder
Clash-持仓Top-top2,BdTmvMj15w4BpuXAwZRJznRCDJ5wMnN2XFLQtsv1oSab,沉睡OG,sol,Clash,追踪中,持仓Top,2,"pnl-leader,current-holder"
CHILLGUY-持仓Top-top2,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,CHILLGUY,追踪中,持仓Top,2,current-holder
HANTA-持仓Top-top2,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,HANTA,追踪中,持仓Top,2,
VINE-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,VINE,追踪中,持仓Top,2,current-holder
Bert-持仓Top-top2,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,Bert,追踪中,持仓Top,2,current-holder
ACT-持仓Top-top2,CBEADkb8TZAXHjVE3zwad4L995GZE7rJcacJ7asebkVG,无数据,sol,ACT,追踪中,持仓Top,2,current-holder
Goblin-持仓Top-top2,EATmaY5h2szFxGi5BsNZpzrVaQ4iYaDNDV7YBeEo57aP,持仓Top,sol,Goblin,追踪中,持仓Top,2,current-holder
FORCA-持仓Top-top2,6Wkpq9nJ6GCyJDt3N44nTrSHnAVSF5LYrgLwG1TwJtx8,无数据,sol,FORCA,追踪中,持仓Top,2,current-holder
TripleT-持仓Top-top2,8Qmj68Pv3z6VHWHYXAqvrWB8J6BiU77RiWvF5vm9TyEC,亏损者,sol,TripleT,追踪中,持仓Top,2,current-holder
WOLF-持仓Top-top2,Edrt85HkooMpwq5w7aRpv6DwJ4CbDC5HmcQJyFSev5Pq,无数据,sol,WOLF,追踪中,持仓Top,2,"pnl-leader,current-holder"
WNTV-持仓Top-top2,DoKEEjQmd6CUK7RWKnCVDdZCa4776fYhLGDNPJrf8qVN,底部高倍数,sol,WNTV,追踪中,持仓Top,2,current-holder
BULL-持仓Top-top2,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,BULL,追踪中,持仓Top,2,"pnl-leader,current-holder"
SMR-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,SMR,追踪中,持仓Top,2,current-holder
UFD-持仓Top-top2,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,UFD,追踪中,持仓Top,2,current-holder
CINO-持仓Top-top2,6Jymq5BdQgzoZoDHeoJDtv8Qjn5x7k1aPQySZW5cVnfW,沉睡OG,sol,CINO,追踪中,持仓Top,2,"pnl-leader,current-holder"
AISM-持仓Top-top2,8GT51XFuJDvzMLSCSt86tk7fYz7xoRDd6AaaALMReGFz,沉睡OG,sol,AISM,追踪中,持仓Top,2,current-holder
AVA-持仓Top-top2,2iwfztcKUwwnMGJmcPsfe18TaPwAyDk2QjBcraVLtRhr,中性,sol,AVA,追踪中,持仓Top,2,current-holder
maxxing-持仓Top-top2,A38EZ7tkYd1wagd2UDxhAjQ56by3gAnfgLVf6VkKFnhP,中等盈利,sol,maxxing,追踪中,持仓Top,2,"pnl-leader,current-holder"
XPT -持仓Top-top2,E7AAB5spEZRTa8Rj2nawtPVGWvXGg3DVNXGfE9bSkpmk,无数据,sol,XPT ,追踪中,持仓Top,2,current-holder
WhiteWhale-持仓Top-top2,AC5RDfQFmDS1deWZos921JfqscXdByf8BKHs5ACWjtW2,无数据,sol,WhiteWhale,追踪中,持仓Top,2,current-holder
AINL-持仓Top-top2,BegmCmmZuF5Nnnw9YTCrdj5ZwbLFe7UDMEjCvppNnCjw,持仓Top,sol,AINL,追踪中,持仓Top,2,current-holder
MNSRY-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,MNSRY,追踪中,持仓Top,2,current-holder
RAIN-持仓Top-top2,8YWLToGVTNj2RciJCs1X46ReqtWRuovMg6t9Gx39kifC,持仓Top,sol,RAIN,追踪中,持仓Top,2,current-holder
crazylive-持仓Top-top2,3Ysne3VLo5TVFc8FW2dzEWDmN9FHpLnhtxudoWaMfu7a,无数据,sol,crazylive,追踪中,持仓Top,2,current-holder
RAGE-持仓Top-top2,4XR4Gm6DQXXrciyXEb1XWhJvFRsTAAszr55dr98K7vWK,持仓Top,sol,RAGE,追踪中,持仓Top,2,early-buyer
boob-持仓Top-top2,FBCeXyW8fT6muxUoqvNn5uBtzWL4HZ4V4F98gDo8seB9,亏损者,sol,boob,追踪中,持仓Top,2,"pnl-leader,current-holder"
NOTHING-持仓Top-top2,9Q1nZCfjgDx9X6ctHQDpUZCBJWmdZSBM3qAnPs5qqMHE,持仓Top,sol,NOTHING,追踪中,持仓Top,2,early-buyer
retire-持仓Top-top2,LiNo1JEJbmjRwGapGLae5YwsjorJjhLt99um26TptcY,中性,sol,retire,追踪中,持仓Top,2,
Aliens-持仓Top-top2,EA5KaPY4pPAEXV239PZC22jMeuyHPBcKzimocHguUNa6,持仓Top,sol,Aliens,追踪中,持仓Top,2,early-buyer
dreams-持仓Top-top2,6BJ7FteEC48uuqQWN8o9QnkHX1yTwUcnsvFS3ysDbMRW,无数据,sol,dreams,追踪中,持仓Top,2,current-holder
401jk-持仓Top-top2,7oM3hr4rHmJ4mwe7BVdSqmSPkm3tjCYZpLvtiN6muNFz,无数据,sol,401jk,追踪中,持仓Top,2,current-holder
ZAUTH-持仓Top-top2,AtD2vdXA9KtWdk1Bbn3Xf7EvEU2rTj4s2Wno7fAoCUZu,持仓Top,sol,ZAUTH,追踪中,持仓Top,2,current-holder
BP-持仓Top-top2,8vpGoRUFX5V84njyUQiXi9KYe5CPcY4wMWviTX37ZRm,微赚,sol,BP,追踪中,持仓Top,2,current-holder
CODEC-持仓Top-top2,9Joqv9B1Qd3P2qd12dwiQAycK23faEbcs62Qr5q2vLoT,无数据,sol,CODEC,追踪中,持仓Top,2,"early-buyer,current-holder"
RAGEGUY-持仓Top-top2,4oy4nx3bPWJei9xjJBeyG4Kg4eGe25MtBbLjM89UQruE,持仓Top,sol,RAGEGUY,追踪中,持仓Top,2,
BULLISH-持仓Top-top2,GC1uTsxrrLAuWby3uWSEMjUXhJMJhhv1SXJ9A1jHvyxp,无数据,sol,BULLISH,追踪中,持仓Top,2,
XERIS-持仓Top-top2,6teTzXJFe68LBau5jmmqPhjMCaNEC6ZamiQGyBjWEXPq,沉睡OG,sol,XERIS,追踪中,持仓Top,2,"pnl-leader,current-holder"
KOKOP-持仓Top-top2,Df2qxN2fwCMk2WRdfNJc8BZDzfXnuVunEBmiBFyVCsv5,持仓Top,sol,KOKOP,追踪中,持仓Top,2,"pnl-leader,current-holder"
TOS-持仓Top-top2,49YuXkk7guxbZSNLhriockDRPYv65cAyRBwnECL696vT,沉睡OG,sol,TOS,追踪中,持仓Top,2,
jobcoin-持仓Top-top2,7NS78P5YXVe3AWg2hftxF2ex1fQpY9TKoH2zQ6hyxxCx,沉睡OG,sol,jobcoin,追踪中,持仓Top,2,current-holder
CHUD-持仓Top-top2,GyqM8Pe9FUbkk5hCw7ffpeUt6F6WcHnc8pPdMYcnShiS,持仓Top,sol,CHUD,追踪中,持仓Top,2,early-buyer
House-持仓Top-top2,BmFdpraQhkiDQE6SnfG5omcA1VwzqfXrwtNYBwWTymy6,无数据,sol,House,追踪中,持仓Top,2,current-holder
PENGUIN-持仓Top-top2,AC5RDfQFmDS1deWZos921JfqscXdByf8BKHs5ACWjtW2,无数据,sol,PENGUIN,追踪中,持仓Top,2,current-holder
CHILLHOUSE-持仓Top-top2,Ge4p7K2p55poDvu5ZxK5RJVUAj5WZXyY8iioARdgh1sq,无数据,sol,CHILLHOUSE,追踪中,持仓Top,2,current-holder
$NRG-持仓Top-top2,7GhhbBW5xg6AgRjDyNe7G2cHL4u7GwuzasrrvUNEZEK3,无数据,sol,$NRG,追踪中,持仓Top,2,current-holder
afk-持仓Top-top2,GxoNyAc8h78pgjet1n5nd5rp78oqhuQEAWAPy9Bns2EB,无数据,sol,afk,追踪中,持仓Top,2,
GOJIPOWER-持仓Top-top2,3xvxz5ncdtbbaZKdYifJvvQFGJAce6gGYR9bjdtnxiwP,中性,sol,GOJIPOWER,追踪中,持仓Top,2,"pnl-leader,current-holder"
DJI6930-持仓Top-top2,AwGV5PsDjcsjqfduQCfPF37RRL63osoXJQzSPNmsdECN,无数据,sol,DJI6930,追踪中,持仓Top,2,
SAN-持仓Top-top2,8a6Gtb36b538nKevwYY5EsQJpAtSXBa8z3xZcmMGmZDs,持仓Top,sol,SAN,追踪中,持仓Top,2,"pnl-leader,current-holder"
HODL-持仓Top-top2,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,无数据,sol,HODL,追踪中,持仓Top,2,pnl-leader
MOBY-持仓Top-top2,GNE7yPtZyMZiEYuDmsQJcXbWFGs36kDVhT6q6pqJ3ojA,无数据,sol,MOBY,追踪中,持仓Top,2,current-holder
WAR-持仓Top-top2,6LY1JzAFVZsP2a2xKrtU6znQMQ5h4i7tocWdgrkZzkzF,中性,sol,WAR,追踪中,持仓Top,2,current-holder
Tokabu-持仓Top-top2,2UDKtZ1ZAn2tqnqjwvLTSszM31ZtgQaBLp1JSAorCzxg,无数据,sol,Tokabu,追踪中,持仓Top,2,"pnl-leader,current-holder"
ADA-持仓Top-top2,rSyt64cs33cvfqXQ2KvnY13A7isRkkE3DBMUc8T9PL8,持仓Top,sol,ADA,追踪中,持仓Top,2,early-buyer
Punch-持仓Top-top2,Hbx5PturLVp9F7YYG18jZZSWFTNp9TTSXEJepq6pvSi3,中等盈利,sol,Punch,追踪中,持仓Top,2,"early-buyer,pnl-leader"
QST-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,QST,追踪中,持仓Top,2,
A47-持仓Top-top2,2iepqgtDpsosZxMSF1MS4KjgTniqtUnyQnzkbJ4p385f,无数据,sol,A47,追踪中,持仓Top,2,current-holder
BBT-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,BBT,追踪中,持仓Top,2,early-buyer
PsyopAnime-持仓Top-top2,692PxWKEpjE4HA5hpDoGUuM5bkBSGWL8SsJy2y79xTFj,中等盈利,sol,PsyopAnime,追踪中,持仓Top,2,current-holder
$COLLAT-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,$COLLAT,追踪中,持仓Top,2,"early-buyer,current-holder"
Lobstar-持仓Top-top2,EJ7uJSocYiz5ZawfPj788xFUS27k9pYCFRb8XEj52vfJ,中等盈利,sol,Lobstar,追踪中,持仓Top,2,
PEPECAT-持仓Top-top2,4knbBqT1zxUZZ3ZUrHWsbHMgugP39Pn1SX9d4WA3JdKo,微赚,sol,PEPECAT,追踪中,持仓Top,2,current-holder
core-持仓Top-top2,ENeuFfMwyrpSfxEHN919ge2a5xrc2hV3PN7eDMFEVT6U,持仓Top,sol,core,追踪中,持仓Top,2,"early-buyer,pnl-leader"
BLACKCOIN-持仓Top-top2,39rSrdqubUES4KHHLZYurYHS4F3MDwbL9ofsTxsDmveG,底部高倍数,sol,BLACKCOIN,追踪中,持仓Top,2,"pnl-leader,current-holder"
AMERICA-持仓Top-top2,2ULzjcZC9XdLznhcfGQpC5MHv8y3kvAsQeTDdpQciSKf,持仓Top,sol,AMERICA,追踪中,持仓Top,2,"early-buyer,pnl-leader"
TCG-持仓Top-top2,9NcS7HT3tfw35PXBhG9JKPqHQnHvTUabQtJiDSMmpVV,无数据,sol,TCG,追踪中,持仓Top,2,
CAR-持仓Top-top2,krP4PwMNaf274jo4yqMHMnGStC8bSrnfFU7RLXFFGDD,无数据,sol,CAR,追踪中,持仓Top,2,current-holder
COPPERINU-持仓Top-top2,A1ECE86o3tz6UWmwMWicrqZmwRZ7RCRzmYYa9okNQRBw,亏损者,sol,COPPERINU,追踪中,持仓Top,2,"early-buyer,pnl-leader,current-holder"
DEXTER-持仓Top-top2,2Ven9wvMHKsVva9kUzipVU2FutsUnGwJw1pZZAPHKC4M,持仓Top,sol,DEXTER,追踪中,持仓Top,2,pnl-leader
GTA 6 Coin-持仓Top-top2,GyQVRYLQrQbzGDAH4ZAeXna1FMdQUbZVLMV8fspzTfps,沉睡OG,sol,GTA 6 Coin,追踪中,持仓Top,2,pnl-leader
MICHI-持仓Top-top2,22FSz9QP7dS1PvrJKuHr16ymghZP92xPu3Bj7uuzu2bG,无数据,sol,MICHI,追踪中,持仓Top,2,early-buyer
SPUD-持仓Top-top2,CzMFnvcmHwfdX2qJ8Q2CwJURTkQpYd36w4MFUhe8MLvT,亏损者,sol,SPUD,追踪中,持仓Top,2,early-buyer
MASK-持仓Top-top2,EJ1juyWfBLhoNvYDfnaFgjsaqhUGoY2shXC98a7j7zdc,持仓Top,sol,MASK,追踪中,持仓Top,2,pnl-leader
LC-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,LC,追踪中,持仓Top,2,"early-buyer,current-holder"
DORA-持仓Top-top2,ACgtxyThAmwfkK8PBSYmhL71rWDr9PDrMUCMR45jhVGN,稳输者,sol,DORA,追踪中,持仓Top,2,early-buyer
ALPHA-持仓Top-top2,58iKecnNfoiQTN7Wv5YyYPipHnfmWDThvj7tKq5AAtc3,底部高倍数,sol,ALPHA,追踪中,持仓Top,2,"pnl-leader,current-holder"
PEC-持仓Top-top2,FZFWbW6v1rNKsWPXxapNuggUwgvVCp14czuM71USEkqP,无数据,sol,PEC,追踪中,持仓Top,2,early-buyer
V2EX-持仓Top-top2,CtxHhwboVTtRf1kC4Zwfz8Zf8bNW78N2uuR3oZX5VFKb,无数据,sol,V2EX,追踪中,持仓Top,2,"early-buyer,current-holder"
YzY-持仓Top-top2,D9mQEogBz8EwFHruCqonKbzcyQLy1k6rCAG3dS1BurU5,中性,sol,YzY,追踪中,持仓Top,2,early-buyer
ALLINDOGE-持仓Top-top2,2RH6rUTPBJ9rUDPpuV9b8z1YL56k1tYU6Uk5ZoaEFFSK,亏损者,sol,ALLINDOGE,追踪中,持仓Top,2,early-buyer
我的刀盾-持仓Top-top2,6aM6Jwsj8hNaijn557SciFbQteZ9d5t3ikF2QRCsoJ9v,亏损者,sol,我的刀盾,追踪中,持仓Top,2,early-buyer
WCC-持仓Top-top2,2x2QAjM6ye6BEot8Pug3wQHnN7fwkK4h483h57CpBTdt,沉睡OG,sol,WCC,追踪中,持仓Top,2,"early-buyer,pnl-leader,current-holder"
SSR-持仓Top-top2,99nWNwGMg6VhSvhXKwQeeh7jDmQg2NLV6RqnCUGSEQXA,无数据,sol,SSR,追踪中,持仓Top,2,early-buyer
stkr-持仓Top-top2,77BWDdio1mLSuut5n6dojPBvTohu1Wt8kQyZhiaD6FmH,微赚,sol,stkr,追踪中,持仓Top,2,early-buyer
ARMY-持仓Top-top2,J3nArdopcnjk9BkBiP8ogcFyoiDaJg9u6h9A934y4ehW,无数据,sol,ARMY,追踪中,持仓Top,2,"early-buyer,pnl-leader"
GBACK-持仓Top-top2,4SwX4YeU3wjQAJ9sAcLXnvsTKUoJsZjbMYx8ERS7TRYo,亏损者,sol,GBACK,追踪中,持仓Top,2,early-buyer
gork-持仓Top-top2,37iWFSqgnTSAfShoBTBzQghwsTtkWAZW3yVzgJWKn6iK,无数据,sol,gork,追踪中,持仓Top,2,"early-buyer,current-holder"
GAYTES-持仓Top-top2,miWBXS8BGpztjCFhFXmqBCVXQwZWakASETKHtDRZx6C,持仓Top,sol,GAYTES,追踪中,持仓Top,2,early-buyer
gork-持仓Top-top2,Dpt2pQN8QeCuRA7X2uhZiPLQKXR9Uj7FcQmeaWLmw4F,无数据,sol,gork,追踪中,持仓Top,2,early-buyer
