名称,钱包地址,分组,链,代币,Token状态,视角,排名,角色
GRPH-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,GRPH,追踪中,持仓Top,2,"early-buyer,current-holder"
BEB1M-持仓Top-top2,DqYxLt1oUiuH43DpEPz4J1KNrwYE39bjH8fukfdcvFCV,微赚,sol,BEB1M,追踪中,持仓Top,2,"early-buyer,pnl-leader"
loulou-持仓Top-top2,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,loulou,追踪中,持仓Top,2,early-buyer
pwease-持仓Top-top2,2vbY9UePnabv1MotDBazvgmNaNJvz15EE8cJATJuLQAv,亏损者,sol,pwease,追踪中,持仓Top,2,early-buyer
MOLT-持仓Top-top2,CSX44TZj87zCHCBDMnkHTpPcMi89i9iTF45KUpTaMHrz,中性,sol,MOLT,追踪中,持仓Top,2,early-buyer
JINDO-持仓Top-top2,9sLHkSy7Vx33xVDL2mQxsFMd7D7MS661dXLnm3y6dNp2,无数据,sol,JINDO,追踪中,持仓Top,2,early-buyer
DGN-持仓Top-top2,5WAkrWTNdJmBQ3jA2BUjzxC1BkYTUUi4HhPacjzA7Jy5,无数据,sol,DGN,追踪中,持仓Top,2,"early-buyer,current-holder"
AGI-持仓Top-top2,7BtwAHaXCki5BKFQz2fKQQAjmNWiq6JkmTS6GwTX5kfi,持仓Top,sol,AGI,追踪中,持仓Top,2,early-buyer
Buttcoin-持仓Top-top3,GH5f4hYyNb5yXfwiKHWJgi4ibeXzZZEFvDQ7WRGA4nmj,亏损者,sol,Buttcoin,追踪中,持仓Top,3,"pnl-leader,current-holder"
67-持仓Top-top3,6yL2NHagzE15QwVMKFZhzghHauPZeAi4oaVVyWyfZbRs,持仓Top,sol,67,追踪中,持仓Top,3,current-holder
LMAO!-持仓Top-top3,6mWEJG9LoRdto8TwTdZxmnJpkXpTsEerizcGiCNZvzXd,亏损者,sol,LMAO!,追踪中,持仓Top,3,"early-buyer,pnl-leader"
TROLL-持仓Top-top3,8ECaGWdoJnvh6jECAjNWiWm7WvLPTgTsx3iEAxD5j6Vi,持仓Top,sol,TROLL,追踪中,持仓Top,3,current-holder
Fartcoin -持仓Top-top3,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,Fartcoin ,追踪中,持仓Top,3,current-holder
testicle-持仓Top-top3,BZiwq5yQgyodL2Rqu7drwHYrZcLdzjnKvQKfJL6zCCt5,沉睡OG,sol,testicle,追踪中,持仓Top,3,"pnl-leader,current-holder"
FWOG-持仓Top-top3,EFE3j1pcSP1paUzA86zW7989ZjsFP2J7ginyUqo4ewqR,中性,sol,FWOG,追踪中,持仓Top,3,current-holder
ALCH-持仓Top-top3,FQEmsV5A6jZdmb3KuP3YBLmHfFNoKuoWddBGMQuW1M9f,无数据,sol,ALCH,追踪中,持仓Top,3,current-holder
WOULD-持仓Top-top3,AqYveeMLsF5i6sus7maMqcSxdyuUFa2p3RN4DESj3hD3,无数据,sol,WOULD,追踪中,持仓Top,3,"pnl-leader,current-holder"
USDUC-持仓Top-top3,BAX9M9a5FVy5cNiewwnuwkVDzhSg9psZnb4fJ9r677tN,无数据,sol,USDUC,追踪中,持仓Top,3,current-holder
Ban-持仓Top-top3,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,Ban,追踪中,持仓Top,3,current-holder
arc-持仓Top-top3,HoKVbPwpcgF1LzSgVHSzraipsyQ3P3F1bdXpkN1BwbU1,中性,sol,arc,追踪中,持仓Top,3,"pnl-leader,current-holder"
MOODENG-持仓Top-top3,8Mm46CsqxiyAputDUp2cXHg41HE3BfynTeMBDwzrMZQH,无数据,sol,MOODENG,追踪中,持仓Top,3,current-holder
Pnut-持仓Top-top3,3B7XAQrLoEMDEGvX8569F9GRb9PcXXocJmj5wvhhei9z,无数据,sol,Pnut,追踪中,持仓Top,3,current-holder
jellyjelly-持仓Top-top3,7TWnq4WeYcwQWBCwKeEX2Q9xqVtthPGkB7adNvueuVuh,中性,sol,jellyjelly,追踪中,持仓Top,3,"pnl-leader,current-holder"
WOJAK-持仓Top-top3,8dvX4QSWpQHSQAPUwGFDXmvYC6QWJkyfc7cGSN5Fgh2V,稳输者,sol,WOJAK,追踪中,持仓Top,3,current-holder
BAYC-持仓Top-top3,JC4c8zRbi68Z1y4ovAXFMsFFbTc9K1DRsWdftNjCkUxc,沉睡OG,sol,BAYC,追踪中,持仓Top,3,current-holder
PYTHIA-持仓Top-top3,9ZPsRWGkukYeWg2Z7eZ8NaTBZ1DSuBUVzLcGQWZgE4Y4,暴富新人,sol,PYTHIA,追踪中,持仓Top,3,"pnl-leader,current-holder"
ZEREBRO-持仓Top-top3,u6PJ8DtQuPFnfmwHbGFULQ4u4EgjDiyYKjVEsynXq2w,无数据,sol,ZEREBRO,追踪中,持仓Top,3,current-holder
swarms-持仓Top-top3,5PAhQiYdLBd6SVdjzBQDxUAEFyDdF5ExNPQfcscnPRj5,中性,sol,swarms,追踪中,持仓Top,3,current-holder
neet-持仓Top-top3,5wNu5QhdpRGrL37ffcd6TMMqZugQgxwafgz477rShtHy,无数据,sol,neet,追踪中,持仓Top,3,current-holder
SIGMA-持仓Top-top3,5B61YtGfEiUoJpKASvQPisY93A7Saij929Pe1Pwrv63n,持仓Top,sol,SIGMA,追踪中,持仓Top,3,
PUMPCADE-持仓Top-top3,ApkNGYYDEdMzW1SbxV3gGqDvGXh1Wa8Sj6HjbqWhGNzT,中等盈利,sol,PUMPCADE,追踪中,持仓Top,3,current-holder
MAGA-持仓Top-top3,9dDo4dqAxkBDZXhLNJrD9E2RwcF8vGohgT1jtSoBaQ7n,中性,sol,MAGA,追踪中,持仓Top,3,current-holder
Verse-持仓Top-top3,9dpd4ZeHU8DycRdNAoxBp2ZHYXtP1Ji4wwa4X1EtWPDE,无数据,sol,Verse,追踪中,持仓Top,3,current-holder
Amiko-持仓Top-top3,3Mfq8Y1EGVhXf2Yvds2AXVQ7wz9s18xgVcoCHsqNtSGy,无数据,sol,Amiko,追踪中,持仓Top,3,current-holder
pippin-持仓Top-top3,4QuB7hY3H512CLG1orbVrA7HTeXbBYCPxBpNfQ6gs5ru,无数据,sol,pippin,追踪中,持仓Top,3,current-holder
BURNIE-持仓Top-top3,5tYFviFWQRKV9BJSTHGitbdqEYC1BGUgRUDnSADUXqJP,持仓Top,sol,BURNIE,追踪中,持仓Top,3,current-holder
unc-持仓Top-top3,BCrTEXmWutwPz8qv6w1S5gDbaLnSLpXKM5kSGVWyyfxu,中等盈利,sol,unc,追踪中,持仓Top,3,pnl-leader
PRELODE-持仓Top-top3,7uqH31bTzV98Mt8E4cQVE6Sn5ezuiFmvuNrMR2HyZFg3,亏损者,sol,PRELODE,追踪中,持仓Top,3,current-holder
GOAT-持仓Top-top3,Gem2VAypSg7Ai7vjDKPTtqFahpoQWkfgVkyzx3rPoTka,无数据,sol,GOAT,追踪中,持仓Top,3,current-holder
MarsMi-持仓Top-top3,CtMLYhoYUen9QX64EYxrLh5qd9zWkJ6xGUeM4uW2i4D2,无数据,sol,MarsMi,追踪中,持仓Top,3,
Clash-持仓Top-top3,DLE6gvWXtLcSVNuZ7M1CCVAvdRgJXuMjxGHDsTdiG1eJ,沉睡OG,sol,Clash,追踪中,持仓Top,3,"pnl-leader,current-holder"
CHILLGUY-持仓Top-top3,FixDET3jRBMjT9M69Wim8iRpMQiJHkSSfD7wivStuuph,中性,sol,CHILLGUY,追踪中,持仓Top,3,current-holder
HANTA-持仓Top-top3,HKqeFUrjncNpoc9PmiMe8hXGewCd75T5NhKuLTdKsZPS,亏损者,sol,HANTA,追踪中,持仓Top,3,pnl-leader
VINE-持仓Top-top3,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,VINE,追踪中,持仓Top,3,current-holder
Bert-持仓Top-top3,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,Bert,追踪中,持仓Top,3,current-holder
ACT-持仓Top-top3,C68a6RCGLiPskbPYtAcsCjhG8tfTWYcoB4JjCrXFdqyo,无数据,sol,ACT,追踪中,持仓Top,3,current-holder
Goblin-持仓Top-top3,BJt1j9BqcGGHLmFMmCwYvD5aapSEut1MvFCR64xmrAYV,持仓Top,sol,Goblin,追踪中,持仓Top,3,current-holder
FORCA-持仓Top-top3,7XXqz6BATQ5sQkaY5xWQNKVaXyehHU6Y5gkmnGWyCiac,无数据,sol,FORCA,追踪中,持仓Top,3,current-holder
TripleT-持仓Top-top3,4hwPamSooBr5JhxHdcEC21HoxN5HUwYR2hGucLPyZAi8,稳输者,sol,TripleT,追踪中,持仓Top,3,"pnl-leader,current-holder"
WOLF-持仓Top-top3,BhoY2XXK6d8XFQUKpzkawN1F7PR1Z7VybBtvLEfsHvZd,无数据,sol,WOLF,追踪中,持仓Top,3,"pnl-leader,current-holder"
WNTV-持仓Top-top3,Cd6ccxwiDxxs49KFV4npntXSnMve78NQnv53XgE2oRBh,沉睡OG,sol,WNTV,追踪中,持仓Top,3,"pnl-leader,current-holder"
BULL-持仓Top-top3,B5NbbLB78VKCZ97ALqQQWY8U7NEbxQXYvf4PfNGQnKSW,持仓Top,sol,BULL,追踪中,持仓Top,3,
SMR-持仓Top-top3,DX7bCeGpTnuektAEMHeDoS1v5aAAAvbLZdzo3JUYEGZv,无数据,sol,SMR,追踪中,持仓Top,3,
UFD-持仓Top-top3,4g3zN6yUDFsXN1ZcT7wxBHPfr5J2mzjzSf4UGt5pqmtb,中性,sol,UFD,追踪中,持仓Top,3,current-holder
CINO-持仓Top-top3,BmKELYxyy9JVWbKd9mKNpkHQDKGMdv2ff6ZLTReHdwpx,沉睡OG,sol,CINO,追踪中,持仓Top,3,current-holder
AISM-持仓Top-top3,5UCNY8yJTfAx7Qaz3a199oi15PadZZCZARk41hsRuxHF,沉睡OG,sol,AISM,追踪中,持仓Top,3,current-holder
AVA-持仓Top-top3,rAdtnMeiMWxhg8mHg5En5fssdQb16iavhBhunzopDdF,无数据,sol,AVA,追踪中,持仓Top,3,"pnl-leader,current-holder"
maxxing-持仓Top-top3,4YTxBZWUX5SuqiekpzhVeB4aVMTi8mUnodD8R2skREaJ,中等盈利,sol,maxxing,追踪中,持仓Top,3,
XPT -持仓Top-top3,7dCKXnw8hikprhropScm2jFpPszrXQeNh1tj4yLWxEnU,中等盈利,sol,XPT ,追踪中,持仓Top,3,current-holder
WhiteWhale-持仓Top-top3,4QXXp184iMKjL1ZTLrGtjMFvR2n2YhpUS1WypmzGaYB3,中性,sol,WhiteWhale,追踪中,持仓Top,3,current-holder
AINL-持仓Top-top3,22z2C7hksC6mqmHVdNTt1u5RhavF9KuX1T4jVuHTkZ3j,持仓Top,sol,AINL,追踪中,持仓Top,3,"pnl-leader,current-holder"
MNSRY-持仓Top-top3,GBtsKp8zUdTuqYTQS33wRYxcJfoqurkBW2CAyHq6hbc,无数据,sol,MNSRY,追踪中,持仓Top,3,current-holder
RAIN-持仓Top-top3,47k54gob68yJAbSohWWudjhqdKXyFJcxZqYeoHDDoiDa,持仓Top,sol,RAIN,追踪中,持仓Top,3,current-holder
crazylive-持仓Top-top3,HBaAWzpxidptN9chgWkJbhZ6Jxa8pvPWnogrn3iPfJwt,无数据,sol,crazylive,追踪中,持仓Top,3,current-holder
RAGE-持仓Top-top3,CAyyj6dqWXDuafeyLx3VW2ikLE4sf2tNsY2sst3xFeat,持仓Top,sol,RAGE,追踪中,持仓Top,3,early-buyer
boob-持仓Top-top3,BtM3og6qCSNLdAPf2rpsgbDM2DJ9Yk4uR7ri9vLjwyxv,底部高倍数,sol,boob,追踪中,持仓Top,3,
NOTHING-持仓Top-top3,BWp5WNeY54uGEzdbma8aj2xwwK4hEAomq2BwDZUuMbBM,中等盈利,sol,NOTHING,追踪中,持仓Top,3,"early-buyer,pnl-leader"
retire-持仓Top-top3,4z29J2wVqzvMpwifKeRX9UGeCGhhZHvayKacrsuZcqWG,无数据,sol,retire,追踪中,持仓Top,3,
Aliens-持仓Top-top3,Ej8RjUpgZGM3L5ZXfj5JNh83tVEnciJhzQ7sdA3EJPKz,持仓Top,sol,Aliens,追踪中,持仓Top,3,early-buyer
dreams-持仓Top-top3,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,dreams,追踪中,持仓Top,3,current-holder
401jk-持仓Top-top3,Cy1UJz52feHDsSZ17eqZoN51fqCuv2S5TpjHiT1GTBNM,无数据,sol,401jk,追踪中,持仓Top,3,current-holder
ZAUTH-持仓Top-top3,5XbRDoL7YpKYwUKSfBZBFiJaipUtVXrFVtyVXoVSeKsQ,持仓Top,sol,ZAUTH,追踪中,持仓Top,3,current-holder
BP-持仓Top-top3,2ic2TANX8kHgHmCAnvfjgS2omWjZep9z4t69xdobioxy,中等盈利,sol,BP,追踪中,持仓Top,3,current-holder
CODEC-持仓Top-top3,4qApazJWacFagkwtryB7MUAFboXv5cUTiWT5ZCUmHHtC,无数据,sol,CODEC,追踪中,持仓Top,3,"early-buyer,current-holder"
RAGEGUY-持仓Top-top3,2HE13S1LTiAis1g8Sb4CzZg331ix5CXkRHCmRVzkkB5t,持仓Top,sol,RAGEGUY,追踪中,持仓Top,3,
BULLISH-持仓Top-top3,7jXmaKA2amexHBrjDXeSXgGBwoWDaXkU6XgiPpnh595y,中性,sol,BULLISH,追踪中,持仓Top,3,
XERIS-持仓Top-top3,5zkZ5yiQzaRT51KvTfATrU7xCurToKbRPFRok5KUGqHZ,稳输者,sol,XERIS,追踪中,持仓Top,3,"pnl-leader,current-holder"
KOKOP-持仓Top-top3,AuLfQLFVf1zUGYP3t46uhHawWZQ823qqQQ1rx21uZDRR,持仓Top,sol,KOKOP,追踪中,持仓Top,3,"pnl-leader,current-holder"
TOS-持仓Top-top3,9htNhHVtWrPiRdcSyBZoAhtLRZ4NKxxNE8qdkDCZx57f,无数据,sol,TOS,追踪中,持仓Top,3,
jobcoin-持仓Top-top3,Euiq5NSfFGBHGZCE2hmYPVkGft7M4GoZENSmp4szXcu3,微赚,sol,jobcoin,追踪中,持仓Top,3,
CHUD-持仓Top-top3,7cjyHxRhvHiXUeCw7SmpcvacFab96wJJnGrCoNyf6z7V,持仓Top,sol,CHUD,追踪中,持仓Top,3,"early-buyer,pnl-leader"
House-持仓Top-top3,E2RvJg2myWpKcbkhBuF81gfhYr6KvmNcDbSmr5qnatYy,无数据,sol,House,追踪中,持仓Top,3,current-holder
PENGUIN-持仓Top-top3,2Ejnns2Fd5gsZdFJbnkZmQEwbrgoiMc2ikKcS2z2Ps3e,中性,sol,PENGUIN,追踪中,持仓Top,3,current-holder
CHILLHOUSE-持仓Top-top3,7mnZ3Q9MUxVPydYDWt9VFh3QLgN1dHpJ19vRxwyeAnhi,无数据,sol,CHILLHOUSE,追踪中,持仓Top,3,current-holder
$NRG-持仓Top-top3,AaTUJySf4HQDngMH7oJH9DLPsuYPoJTDSDeQJsi8aQbk,沉睡OG,sol,$NRG,追踪中,持仓Top,3,"pnl-leader,current-holder"
afk-持仓Top-top3,Cy4mhsC92d8mpSKeRpL598vePoVGdRBMVKy6GmQ9Sa14,亏损者,sol,afk,追踪中,持仓Top,3,pnl-leader
GOJIPOWER-持仓Top-top3,FVpRDQLoX1pnipkhFLJAgksiW6wj7pE3TaBjWdgrFrE1,沉睡OG,sol,GOJIPOWER,追踪中,持仓Top,3,"pnl-leader,current-holder"
DJI6930-持仓Top-top3,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,DJI6930,追踪中,持仓Top,3,
SAN-持仓Top-top3,FN86LeVFG6GcUGwyLSCmjEZc8qiWAaqTnTVBehPDB5X2,持仓Top,sol,SAN,追踪中,持仓Top,3,pnl-leader
HODL-持仓Top-top3,JD4r4SXYiJGfNgpz74eExYKqhrKS6xmdokNKi7mEFrj1,亏损者,sol,HODL,追踪中,持仓Top,3,
MOBY-持仓Top-top3,Gqn915c6cPdmmmGz8w11DxbTixA9LzoP1GSyS3wjKs8Y,亏损者,sol,MOBY,追踪中,持仓Top,3,pnl-leader
WAR-持仓Top-top3,7xYkR7Rz9PWZLBxpyq385AgEcdzPabFHzHN3JsuDyMrP,无数据,sol,WAR,追踪中,持仓Top,3,
Tokabu-持仓Top-top3,GJvogKaVdVg5pgdjSv5P9Ms8aHxWJAR2T5iPL9g715Uf,暴富新人,sol,Tokabu,追踪中,持仓Top,3,"pnl-leader,current-holder"
ADA-持仓Top-top3,8VjnPZBJ5bgEcAE6PMWbzpzAdzGdsr4DjpGNfABc4jbn,持仓Top,sol,ADA,追踪中,持仓Top,3,early-buyer
Punch-持仓Top-top3,H8GLvJ89DwoeBTY3YhepLTf3VmKR4qVnskNdEZHQVDPK,亏损者,sol,Punch,追踪中,持仓Top,3,early-buyer
QST-持仓Top-top3,DjL7ZpEQ1FTGoKJ2Q6XynsKirxVhrAvxqQotpvJhxZzg,无数据,sol,QST,追踪中,持仓Top,3,
A47-持仓Top-top3,3xyBK3SjbufX7qDBuTXkohTSr9VToTyRTWAdFanoejrZ,稳输者,sol,A47,追踪中,持仓Top,3,current-holder
BBT-持仓Top-top3,9LubLaNyGuRcdDcPSwQQnVpg2yHnag5Dctnz549PtpZB,亏损者,sol,BBT,追踪中,持仓Top,3,"early-buyer,pnl-leader"
PsyopAnime-持仓Top-top3,3XgmM119KpmDmXGTi6zow7i5jGMPeUyccVpNW6jcgVz4,无数据,sol,PsyopAnime,追踪中,持仓Top,3,
$COLLAT-持仓Top-top3,CesFZUPzrpunz7Pa1bdZHGKDBjeSbYTQRbmSsknGayNB,稳输者,sol,$COLLAT,追踪中,持仓Top,3,"early-buyer,pnl-leader,current-holder"
Lobstar-持仓Top-top3,9bmSdtSUJ6Aqg6YDmEf4Ao6tdqk3yC9muQZMK5VGvZ4x,稳输者,sol,Lobstar,追踪中,持仓Top,3,early-buyer
PEPECAT-持仓Top-top3,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,亏损者,sol,PEPECAT,追踪中,持仓Top,3,
core-持仓Top-top3,4wPxfgYHmycDLCmAPPj8xw8WC9uQnWX2NZ8LqfYCUbj6,持仓Top,sol,core,追踪中,持仓Top,3,early-buyer
BLACKCOIN-持仓Top-top3,BZJ4WdWhz1Zurh8vvpshUk2ciYT1QzkQ9eUGc5KdeAf3,中性,sol,BLACKCOIN,追踪中,持仓Top,3,"pnl-leader,current-holder"
AMERICA-持仓Top-top3,9Rt7pqMrqk9NfQGecfueja3f9Fz3HFPu7tjdoac981NW,持仓Top,sol,AMERICA,追踪中,持仓Top,3,"early-buyer,pnl-leader"
TCG-持仓Top-top3,HrSyGbKHwHp4CYdbU4CwgexsaFMPUKSQGKndTGhswSoS,沉睡OG,sol,TCG,追踪中,持仓Top,3,pnl-leader
CAR-持仓Top-top3,5aXLXUwt6KvsfHmv1zwyxdaezETbTu6i2rV5R2sFMhnV,中性,sol,CAR,追踪中,持仓Top,3,current-holder
COPPERINU-持仓Top-top3,3iUT1oAAUSqKeHAjkumZJbptihy2yN7AwFij2CrsUZVC,无数据,sol,COPPERINU,追踪中,持仓Top,3,"early-buyer,current-holder"
DEXTER-持仓Top-top3,FWE66H4zDFzNXisvLTn7NEmzCXK13Msf1XFNBFyp7evZ,持仓Top,sol,DEXTER,追踪中,持仓Top,3,pnl-leader
GTA 6 Coin-持仓Top-top3,HQTZx4yLiuKydg1L3nvJg6oyq52HAqN9yCk6EDT73Cpr,赌徒命中,sol,GTA 6 Coin,追踪中,持仓Top,3,
MICHI-持仓Top-top3,ASTyfSima4LLAdDgoFGkgqoKowG1LZFDr9fAQrg7iaJZ,微赚,sol,MICHI,追踪中,持仓Top,3,early-buyer
SPUD-持仓Top-top3,J5cBTywySPHmFEfYPPkbp8D1bCn7kUp2E8YxZqLrMzRR,中等盈利,sol,SPUD,追踪中,持仓Top,3,"early-buyer,pnl-leader"
MASK-持仓Top-top3,HDWY2AtSuCWrgNcCJPrdMsZnRuLHQRS7cw5e1u6yHeyX,持仓Top,sol,MASK,追踪中,持仓Top,3,pnl-leader
LC-持仓Top-top3,G2bBdryBNz4DVUFSCgXW3ifLocswrZcZNtK8nSaLGkNk,无数据,sol,LC,追踪中,持仓Top,3,early-buyer
DORA-持仓Top-top3,5DgX7bFq57LFD83RznANdSdhN1m8Q1cxak1tEuBMPT5t,中性,sol,DORA,追踪中,持仓Top,3,early-buyer
ALPHA-持仓Top-top3,EVBDo7EMxikBkhgKPSFTEyYPB7qcTD5gbnyYkfVK6quT,沉睡OG,sol,ALPHA,追踪中,持仓Top,3,
PEC-持仓Top-top3,4NY7qma4G3DFMUd2yGRrxt1peTeJJUXfm7VfwfTrGgHU,无数据,sol,PEC,追踪中,持仓Top,3,"early-buyer,pnl-leader"
V2EX-持仓Top-top3,A6QVMEvCH8xQ4o7nx2tkob42MsYGuPcKE4hwx5Zvj9kj,无数据,sol,V2EX,追踪中,持仓Top,3,early-buyer
YzY-持仓Top-top3,B8B89ZPAqgS3ebdcMzisF68jRLCNdDw5WYT6Pyj3SbJq,亏损者,sol,YzY,追踪中,持仓Top,3,early-buyer
ALLINDOGE-持仓Top-top3,HhoBV3hCQGgynyqwUAwatYdUYZSyH5EqfQ67Vjd7TjsF,无数据,sol,ALLINDOGE,追踪中,持仓Top,3,early-buyer
我的刀盾-持仓Top-top3,6KZVr4mjcJLPcVCHScKZsWkJcfbRvwn8se6bxjwquGG7,赌徒命中,sol,我的刀盾,追踪中,持仓Top,3,"early-buyer,pnl-leader"
WCC-持仓Top-top3,A7yZV4bPtVXSkpHdxTatFvgCCFUcKFASLcDtJ3VpbSjf,无数据,sol,WCC,追踪中,持仓Top,3,early-buyer
SSR-持仓Top-top3,C2TLNU8AwnaWrnAGhQm4X6y9T79mcMnmbKTMsYGPHKJd,无数据,sol,SSR,追踪中,持仓Top,3,early-buyer
stkr-持仓Top-top3,FwcmY6FkhJLWRx6WAF9cGcismtybnJCsGrhbubfywWCc,沉睡OG,sol,stkr,追踪中,持仓Top,3,"early-buyer,pnl-leader"
ARMY-持仓Top-top3,59EohaeMeFYUUb8jeV5ustRVtt311E7fmcPojgiwmyr6,无数据,sol,ARMY,追踪中,持仓Top,3,early-buyer
GBACK-持仓Top-top3,CHtt8mhiQP2qWgiPNgJz22s6oNSGGs6zJzhwH149jfnK,沉睡OG,sol,GBACK,追踪中,持仓Top,3,early-buyer
gork-持仓Top-top3,66toWR4ipNhYvHUp38RWKyqnQJf8RoynrB3bu5iay9Sq,无数据,sol,gork,追踪中,持仓Top,3,"early-buyer,current-holder"
GAYTES-持仓Top-top3,3idFLr7koyDcyp26h9hwsoorhoEcaehz12WCZhd8oosB,持仓Top,sol,GAYTES,追踪中,持仓Top,3,"early-buyer,pnl-leader"
gork-持仓Top-top3,843omGWTvBA54qeuxByKhqLXycpBGwu9b14wcDF83Xcf,亏损者,sol,gork,追踪中,持仓Top,3,"early-buyer,pnl-leader"
GRPH-持仓Top-top3,5eVCSvyLJBEPH9jAMbYH4ZTuoQ9t8g23SBhABxUwrv5u,无数据,sol,GRPH,追踪中,持仓Top,3,"early-buyer,current-holder"
BEB1M-持仓Top-top3,8RiVdWFFSQ1tePCuxZdw8N8A8fLGz6GpkwMhaJaopxNV,沉睡OG,sol,BEB1M,追踪中,持仓Top,3,"early-buyer,pnl-leader"
loulou-持仓Top-top3,74yZ3UbrtWuryuGSSQGM1eKxJ5ivwDnxSDtsVmamsQZi,无数据,sol,loulou,追踪中,持仓Top,3,early-buyer
pwease-持仓Top-top3,5AjSrF4ujjffbdtCNkpDXd5LNiAy5EzKwrJLnsV4BExi,中等盈利,sol,pwease,追踪中,持仓Top,3,"early-buyer,pnl-leader"
MOLT-持仓Top-top3,7GxL7vunU4P7wydjQms67ZETPCZm2veYxZNi9ycKMemV,亏损者,sol,MOLT,追踪中,持仓Top,3,early-buyer
JINDO-持仓Top-top3,4ueYtPusKSLgkJ7D7uao81iB8hhGgAdE77R4w8XnUKyg,沉睡OG,sol,JINDO,追踪中,持仓Top,3,"early-buyer,pnl-leader"
DGN-持仓Top-top3,DwGkGNbapthDqZTCzSRpoxfy9NMWL1zWSZ7Cw9K5s5EX,无数据,sol,DGN,追踪中,持仓Top,3,early-buyer
AGI-持仓Top-top3,4HfUVcYk2DeqbJdDz5LpQiQ3eMa3KRiJkTuZJJboh38H,稳输者,sol,AGI,追踪中,持仓Top,3,"early-buyer,pnl-leader"
